Fish_ID;Capture_Year;Capture_Qtr;Year_Class;Age_Capture;Decades;Decade;ICES_SD;TL_mm;Oto_Dors_L;Age;Ages;New L_age;Cal_Year;Annulus_Width;Cum_Ann_Width;Avg_MnMg06;Mg ESF06;Avg_SrCa;New_Salinity_class;SMHI year;SMHI hypox;Decade_anox_ch;Decade_anox;Year_hyp;Hypoxic volume 2;Hypoxic volume 0;Temp_year;T BY15 Annual. 30-90 m;T BY15 Q4. 30-90 m;BY15 Q4 salinitet 30_90m;Mean annual sal BY15 30_90 m ;O sat year;Neo year;Neo mean MnMg
8 SD25 1949;1949;2;1943;5;1940s;1940s;25;460;4313;4;5;429.58587032303;1947;256;4026;0.147354747;0.029923632;5.968718992;4;;;;;;;;;;;;;;;
8 SD25 1949;1949;2;1943;5;1940s;1940s;25;460;4313;3;4;402.456890541483;1946;667;3770;0.120906838;0.041639056;6.18794084;4;;;;;;;;;;;;;;;
8 SD25 1949;1949;2;1943;5;1940s;1940s;25;460;4313;2;3;331.773181501278;1945;700;3103;0.17416554;0.048630325;6.707398907;4;;;;;;;;;;;;;;;
8 SD25 1949;1949;2;1943;5;1940s;1940s;25;460;4313;1;2;257.592377411108;1944;1377;2403;0.346277426;0.061304585;4.711941242;4;;;;;;;;;;;;;;;
2000-SD25-46;2000;1;1997;2;1990s;1990s;25;440;3013;0;1;129.1874789;1997;908;908;0.659232059;0.080247098;3.303590509;2;;;;;;;;;;;;;;;
802 SD28 1988;1988;1;1986;2;1980s;1980s;28;240;2492;1;2;240;1987;1331;2492;0.254903982;0.086378234;3.445659084;2;;;;;;;;;;;;;;;
2000-SD25-49;2000;1;1996;3;1990s;1990s;25;440;3703;0;1;126.9353956;1996;1089;1089;0.385195967;0.102844307;3.207781347;2;;;;;;;;;;;;;;;
805 SD28 1988;1988;1;1980;8;1980s;1980s;28;840;7838;7;8;840;1987;379;7838;0.096635142;0.06332829;5.198830475;4;;;;;;;;;;;;;;;
805 SD28 1988;1988;1;1980;8;1980s;1980s;28;840;7838;6;7;799.52427184466;1986;568;7459;0.196671395;0.04160638;4.69494298;4;;;;;;;;;;;;;;;
805 SD28 1988;1988;1;1980;8;1980s;1980s;28;840;7838;5;6;738.864077669903;1985;1225;6891;0.203066896;0.044013026;4.44866813;3;;;;;;;;;;;;;;;
805 SD28 1988;1988;1;1980;8;1980s;1980s;28;840;7838;4;5;608.038834951456;1984;870;5666;0.280622532;0.043068302;7.362147681;4;;;;;;;;;;;;;;;
805 SD28 1988;1988;1;1980;8;1980s;1980s;28;840;7838;3;4;515.126213592233;1983;923;4796;0.315098657;0.038749962;7.538698104;4;;;;;;;;;;;;;;;
805 SD28 1988;1988;1;1980;8;1980s;1980s;28;840;7838;2;3;416.553398058252;1982;1054;3873;0.342388733;0.051413912;6.03045904;4;;;;;;;;;;;;;;;
805 SD28 1988;1988;1;1980;8;1980s;1980s;28;840;7838;1;2;303.990291262136;1981;1584;2819;0.419285307;0.063325835;4.110319814;3;;;;;;;;;;;;;;;
2000-SD25-57;2000;1;1996;3;1990s;1990s;25;440;3086;0;1;167.9314888;1996;1198;1198;0.527994028;0.111545895;3.518832206;2;;;;;;;;;;;;;;;
874 SD28 1988;1988;1;1986;2;1980s;1980s;28;220;1960;1;2;220;1987;970;1960;0.36953636;0.075574266;3.444232661;2;;;;;;;;;;;;;;;
2004_SD28_411;2004;1;1999;5;2000s;2000s;28;440;4147;0;1;99.69446459;1999;918;918;0.678626933;0.057429413;2.668296835;1;;;;;;;;;;;;;;;
876 SD28 1988;1988;1;1986;2;1980s;1980s;28;190;1786;1;2;190;1987;1001;1786;0.320583599;0.069577785;3.78265082;2;;;;;;;;;;;;;;;
296 SD28 1989;1989;1;1986;3;1980s;1980s;28;440;3884;0;1;118.6835312;1986;1029;1029;0.562577219;0.067529838;2.852436429;1;;;;;;;;;;;;;;;
9 SD25 1949;1949;2;1947;3;1940s;1940s;25;290;2872;1;2;282.205450733753;1948;1793;2794;0.559571012;0.074643921;4.812800471;4;;;;;;;;;;;;;;;
421-SD28-2018;2018;1;2011;7;2010s;2010s;28;440;4118;0;1;79.67380721;2011;723;723;0.627240287;0.084669914;2.83576737;1;;;;;;;;;;;;;;;
940 2002 YC;2005;2;2002;3;2000s;2000s;25;450;2937;3;4;450;2005;311;2937;0.371187584178119;0.0648419522944693;6.09813865738305;4;;;;;;;;;;;;;;;
940 2002 YC;2005;2;2002;3;2000s;2000s;25;450;2937;2;3;401.793384135781;2004;846;2626;0.279415990360069;0.060628660281284;4.83646422792626;4;;;;;;;;;;;;;;;
940 2002 YC;2005;2;2002;3;2000s;2000s;25;450;2937;1;2;270.658988569449;2003;712;1780;0.256806847389466;0.064363896195563;4.3260687710895;3;;;;;;;;;;;;;;;
BITS-2019-97;2019;4;2013;6;2010s;2010s;25;440;2946;0;1;114.1410566;2013;789;789;0.237050653;0.050356779;4.619887934;4;;;;;;;;;;;;;;;
Cod 1990-94;1990;1;1986;4;1980s;1980s;25;440;3061;0;1;110.4634546;1986;755;755;0.406611687;0.055777803;2.639737187;1;;;;;;;;;;;;;;;
Ajvide 101;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;552.9068;4416;1;2;282.81375814798;Neolithic;1300;2248;0.362453958;0.090880329;6.57725327;4;;;;;;;;;;;;;;;
Ajvide 101;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;552.9068;4416;3;4;552.9068;Neolithic;1157;4416;0.111891268;0.080549671;8.6310269;4;;;;;;;;;;;;;;;
Ajvide 101;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;552.9068;4416;2;3;408.765817793917;Neolithic;1011;3259;0.217077551;0.076693757;9.959721605;4;;;;;;;;;;;;;;;
Ajvide 102;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;521.684;4180;3;4;521.684;Neolithic;419;4180;0.073955229;0.067152265;3.689302191;2;;;;;;;;;;;;;;;
Cod 2012-13;2012;1;2005;7;2010s;2010s;25;440;4013;0;1;53.12215838;2005;461;461;0.677946235;0.060927595;3.04132427;2;;;;;;;;;;;;;;;
Ajvide 102;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;521.684;4180;2;3;469.667310311751;Neolithic;1037;3761;0.111561833;0.088902598;4.767402869;4;;;;;;;;;;;;;;;
Ajvide 102;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;521.684;4180;1;2;340.929106954436;Neolithic;1489;2724;0.299387433;0.099111903;5.379989143;4;;;;;;;;;;;;;;;
Cod 2012-19;2012;1;2008;4;2010s;2010s;25;440;3901;0;1;61.7075302;2008;525;525;1.18921059;0.038389338;3.500923857;2;;;;;;;;;;;;;;;
Ajvide 103;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;485.3015;3905;1;2;263.989308344031;Neolithic;1181;2114;0.156302604;0.106436076;4.687326091;4;;;;;;;;;;;;;;;
Ajvide 103;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;485.3015;3905;3;4;485.3015;Neolithic;828;3905;0.175961524;0.122353777;5.308210693;4;;;;;;;;;;;;;;;
Ajvide 103;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;485.3015;3905;2;3;382.986315917843;Neolithic;963;3077;0.143778504;0.11439008;5.526189972;4;;;;;;;;;;;;;;;
Cod 2014-321;2014;1;2011;3;2010s;2010s;25;440;3061;0;1;135.0429367;2011;927;927;0.653610811;0.057590697;2.845842091;1;;;;;;;;;;;;;;;
Ajvide 104;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;490.1966;3942;1;2;177.853616378433;Neolithic;825;1416;0.319403974;0.106782713;3.604178723;2;;;;;;;;;;;;;;;
Ajvide 104;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;490.1966;3942;3;4;490.1966;Neolithic;1233;3942;0.078542103;0.119610564;4.95493344;4;;;;;;;;;;;;;;;
Ajvide 104;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;490.1966;3942;2;3;337.734644811801;Neolithic;1293;2709;0.136357885;0.122882714;5.815422126;4;;;;;;;;;;;;;;;
Cod 2014-562;2014;1;2011;3;2010s;2010s;25;440;3673;0;1;80.05896806;2011;649;649;0.943869042;0.044697814;2.205967769;1;;;;;;;;;;;;;;;
Ajvide 110;Neolithic;;Neolithic;4;Neolithic;Neolithic;27;459.2384;3708;3;4;459.2384;Neolithic;763;3708;0.102550802;0.077673174;4.775019327;4;;;;;;;;;;;;;;;
Ajvide 110;Neolithic;;Neolithic;4;Neolithic;Neolithic;27;459.2384;3708;2;3;365.310087614927;Neolithic;841;2945;0.247107425;0.07093672;6.663651606;4;;;;;;;;;;;;;;;
Ajvide 110;Neolithic;;Neolithic;4;Neolithic;Neolithic;27;459.2384;3708;1;2;261.779667279611;Neolithic;835;2104;0.304521175;0.05328085;7.973698209;4;;;;;;;;;;;;;;;
Cod 2014-64;2014;1;2007;7;2010s;2010s;25;440;4007;0;1;142.5339004;2007;1280;1280;0.613711843;0.048311733;2.744728883;1;;;;;;;;;;;;;;;
Ajvide 120;Neolithic;3;Neolithic;2;Neolithic;Neolithic;27;347.5772;2864;1;2;294.72842957253;Neolithic;1325;2425;0.244075001;0.121515059;6.546054523;4;;;;;;;;;;;;;;;
Cod 2015-11;2015;1;2011;4;2010s;2010s;25;440;3531;0;1;90.18460665;2011;706;706;1.244886997;0.027712486;2.073258412;1;;;;;;;;;;;;;;;
Ajvide 22;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;331.4366;2742;2;3;331.4366;Neolithic;532;2742;0.102418439;0.106268988;5.899042159;4;;;;;;;;;;;;;;;
Ajvide 22;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;331.4366;2742;1;2;267.675153733529;Neolithic;1202;2210;0.159744569;0.107940714;7.000157572;4;;;;;;;;;;;;;;;
Cod 2015-714;2015;1;2010;5;2010s;2010s;25;440;3599;0;1;117.7074394;2010;946;946;0.581370163;0.063026097;2.01543735;1;;;;;;;;;;;;;;;
Ajvide 28;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;532.0034;4258;3;4;532.0034;Neolithic;670;4258;0.058323163;0.11729778;5.379939768;4;;;;;;;;;;;;;;;
Ajvide 28;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;532.0034;4258;1;2;323.809968973635;Neolithic;1847;2583;0.214118364;0.08817697;5.477738872;4;;;;;;;;;;;;;;;
Ajvide 28;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;532.0034;4258;2;3;448.726027589454;Neolithic;1005;3588;0.100778229;0.116279595;8.184377935;4;;;;;;;;;;;;;;;
Cod 2015-74;2015;1;2011;4;2010s;2010s;25;440;3116;0;1;88.50482936;2011;612;612;2.986271928;0.031696322;2.622356;1;;;;;;;;;;;;;;;
Ajvide 33;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;483.317;3890;3;4;483.317;Neolithic;466;3890;0.127556294;0.111794884;3.819298769;2;;;;;;;;;;;;;;;
Ajvide 33;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;483.317;3890;2;3;425.749545876289;Neolithic;1316;3424;0.347930274;0.119931029;5.46418119;4;;;;;;;;;;;;;;;
Ajvide 33;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;483.317;3890;1;2;263.177078865979;Neolithic;1450;2108;0.291446822;0.090527631;5.593282114;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_03;2007;4;2005;2;2000s;2000s;25;440;3988;0;1;84.22926094;2005;742;742;0.600551088;0.070861125;2.283917119;1;;;;;;;;;;;;;;;
Ajvide 39;Neolithic;2;Neolithic;5;Neolithic;Neolithic;27;584.5265;4655;1;2;300.574679117331;Neolithic;1399;2383;0.188909102;0.07636228;4.430171327;3;;;;;;;;;;;;;;;
Ajvide 39;Neolithic;2;Neolithic;5;Neolithic;Neolithic;27;584.5265;4655;4;5;584.5265;Neolithic;607;4655;0.070517929;0.100737253;6.219805121;4;;;;;;;;;;;;;;;
Ajvide 39;Neolithic;2;Neolithic;5;Neolithic;Neolithic;27;584.5265;4655;3;4;508.664371797632;Neolithic;657;4048;0.102600874;0.07650362;6.613854073;4;;;;;;;;;;;;;;;
Ajvide 39;Neolithic;2;Neolithic;5;Neolithic;Neolithic;27;584.5265;4655;2;3;426.553303875135;Neolithic;1008;3391;0.094078119;0.071026566;6.823552618;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_19;2007;4;2004;3;2000s;2000s;25;440;3534;0;1;109.7832009;2004;865;865;1.189966237;0.032146136;2.545584357;1;;;;;;;;;;;;;;;
Ajvide 45;Neolithic;3;Neolithic;5;Neolithic;Neolithic;27;536.7662;4294;4;5;536.7662;Neolithic;455;4294;0.09547018;0.091098141;4.410198373;3;;;;;;;;;;;;;;;
Ajvide 45;Neolithic;3;Neolithic;5;Neolithic;Neolithic;27;536.7662;4294;3;4;480.181554575163;Neolithic;711;3839;0.096454409;0.075633585;6.405592221;4;;;;;;;;;;;;;;;
Ajvide 45;Neolithic;3;Neolithic;5;Neolithic;Neolithic;27;536.7662;4294;1;2;303.214630532213;Neolithic;1441;2416;0.205610576;0.08432898;7.020382448;4;;;;;;;;;;;;;;;
Ajvide 45;Neolithic;3;Neolithic;5;Neolithic;Neolithic;27;536.7662;4294;2;3;391.760273482726;Neolithic;712;3128;0.11087078;0.085025004;8.086438629;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_29;2007;4;2005;2;2000s;2000s;25;440;3264;0;1;115.4787953;2005;842;842;0.972495266;0.066046136;2.176035555;1;;;;;;;;;;;;;;;
Ajvide 47;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;470.2193;3791;2;3;470.2193;Neolithic;1244;3791;0.163177169;0.082754189;6.378393385;4;;;;;;;;;;;;;;;
Ajvide 47;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;470.2193;3791;1;2;316.826861703253;Neolithic;1560;2547;0.312218387;0.102365954;6.713749918;4;;;;;;;;;;;;;;;
SW 1293 SD25 1972;1972;2;1967;5;1970s;1970s;25;440;3891;0;1;115.3311002;1967;1001;1001;0.287144871;0.046892196;2.70649406;1;;;;;;;;;;;;;;;
Ajvide 50;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;516.5243;4141;2;3;516.5243;Neolithic;1184;4141;0.135287029;0.096096136;5.512721361;4;;;;;;;;;;;;;;;
Ajvide 50;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;516.5243;4141;1;2;369.627962260954;Neolithic;1546;2957;0.136394701;0.111437704;7.402222746;4;;;;;;;;;;;;;;;
Ajvide 52;Neolithic;1;Neolithic;6;Neolithic;Neolithic;27;465.8534;3758;1;2;172.574026467449;Neolithic;813;1378;0.071972685;0.176625463;3.804201907;2;;;;;;;;;;;;;;;
Ö 19338 SD28 1970;1970;3;1966;4;1960s;1960s;28;440;3784;0;1;118.4875464;1966;1001;1001;0.362775414;0.049719988;3.221541341;2;;;;;;;;;;;;;;;
Ajvide 52;Neolithic;1;Neolithic;6;Neolithic;Neolithic;27;465.8534;3758;2;3;265.856583511206;Neolithic;757;2135;0.114080983;0.11054572;4.963742939;4;;;;;;;;;;;;;;;
Ajvide 52;Neolithic;1;Neolithic;6;Neolithic;Neolithic;27;465.8534;3758;3;4;352.48490266809;Neolithic;703;2838;0.104850052;0.142486921;6.469825708;4;;;;;;;;;;;;;;;
Ajvide 52;Neolithic;1;Neolithic;6;Neolithic;Neolithic;27;465.8534;3758;4;5;414.344669690502;Neolithic;502;3340;0.081239368;0.131393318;6.85395584;4;;;;;;;;;;;;;;;
Ajvide 52;Neolithic;1;Neolithic;6;Neolithic;Neolithic;27;465.8534;3758;5;6;465.8534;Neolithic;418;3758;0.063284209;0.131446642;7.776401569;4;;;;;;;;;;;;;;;
Hypoxolith_C91_05_03;1996;3;1992;4;1990s;1990s;25;438.5996;3552;0;1;58.72372151;1992;456;456;0.92472342;0.053796211;3.120402643;2;;;;;;;;;;;;;;;
Ajvide 54;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;395.8667;3229;3;4;395.8667;Neolithic;445;3229;0.062415737;0.081540205;5.489024844;4;;;;;;;;;;;;;;;
Ajvide 54;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;395.8667;3229;2;3;341.694385150668;Neolithic;840;2784;0.090794618;0.091836828;5.916825705;4;;;;;;;;;;;;;;;
Ajvide 54;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;395.8667;3229;1;2;239.436532401367;Neolithic;1062;1944;0.128938538;0.114837881;6.168400633;4;;;;;;;;;;;;;;;
Hypoxolith_C88_02_19;1990;4;1988;2;1980s;1980s;25;438;2858;0;1;125.6053371;1988;808;808;0.563478083;0.08434913;3.120335862;2;;;;;;;;;;;;;;;
Ajvide 58;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;518.5088;4156;3;4;518.5088;Neolithic;1019;4156;0.148336216;0.102624474;4.345683406;3;;;;;;;;;;;;;;;
Ajvide 58;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;518.5088;4156;1;2;225.390183116257;Neolithic;1133;1794;0.250537379;0.08514263;4.879649209;4;;;;;;;;;;;;;;;
Ajvide 58;Neolithic;3;Neolithic;4;Neolithic;Neolithic;27;518.5088;4156;2;3;392.053308634829;Neolithic;1343;3137;0.131589578;0.129265564;6.001227555;4;;;;;;;;;;;;;;;
SV371921;1937;3;1934;3;1930s;1930s;28;432;4269;0;1;99.26743367;1934;958;958;0.20600654;0.109264964;2.698136511;1;;;;;;;;;;;;;;;
Ajvide 59;Neolithic;4;Neolithic;3;Neolithic;Neolithic;27;332.2304;2748;1;2;216.426686924763;Neolithic;1008;1782;0.258225931;0.088330646;5.654327896;4;;;;;;;;;;;;;;;
Ajvide 59;Neolithic;4;Neolithic;3;Neolithic;Neolithic;27;332.2304;2748;2;3;332.2304;Neolithic;966;2748;0.25730954;0.103352647;6.888009543;4;;;;;;;;;;;;;;;
OldCod L5_03;Neolithic;;;5;Neolithic;Neolithic;27;430.6616;3492;0;1;81.07356301;Neolithic;639;639;0.521727799;0.078126042;4.061880013;3;;;;;;;;;;;;;;;
Ajvide 70;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;540.7352;4324;3;4;540.7352;Neolithic;1074;4324;0.080862732;0.106410008;4.942114265;4;;;;;;;;;;;;;;;
Ajvide 70;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;540.7352;4324;2;3;407.111276773296;Neolithic;897;3250;0.149176152;0.109153322;6.756279891;4;;;;;;;;;;;;;;;
Ajvide 70;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;540.7352;4324;1;2;295.509173296245;Neolithic;1318;2353;0.183530518;0.081380515;7.090072133;4;;;;;;;;;;;;;;;
1938_SD25_4;1938;1;1934;5;1930s;1930s;25;430;4325;0;1;139.6486674;1934;1384;1384;0.485493804;0.057633685;3.281812549;2;;;;;;;;;;;;;;;
Ajvide 72;Neolithic;3;Neolithic;6;Neolithic;Neolithic;27;463.8689;3743;4;5;419.890009750871;Neolithic;485;3386;0.071625318;0.071639966;4.571718393;3;;;;;;;;;;;;;;;
Ajvide 72;Neolithic;3;Neolithic;6;Neolithic;Neolithic;27;463.8689;3743;5;6;463.8689;Neolithic;357;3743;0.06383908;0.096344172;4.643717913;4;;;;;;;;;;;;;;;
Ajvide 72;Neolithic;3;Neolithic;6;Neolithic;Neolithic;27;463.8689;3743;2;3;302.859349424056;Neolithic;491;2436;0.153038085;0.115167417;4.715857979;4;;;;;;;;;;;;;;;
Ajvide 72;Neolithic;3;Neolithic;6;Neolithic;Neolithic;27;463.8689;3743;3;4;360.142777899812;Neolithic;465;2901;0.188379386;0.116478577;4.791238047;4;;;;;;;;;;;;;;;
Ajvide 72;Neolithic;3;Neolithic;6;Neolithic;Neolithic;27;463.8689;3743;1;2;242.372976560407;Neolithic;950;1945;0.140109791;0.120830796;4.956721767;4;;;;;;;;;;;;;;;
1963 SD25 ö4327;1963;1;1959;4;1960s;1960s;25;430;4123;0;1;80.64478483;1959;750;750;0.41897812;0.053804666;2.854337693;1;;;;;;;;;;;;;;;
Ajvide 74;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;504.2204;4048;1;2;391.986699554235;Neolithic;2104;3142;0.162658062;0.094457433;5.730576315;4;;;;;;;;;;;;;;;
Ajvide 74;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;504.2204;4048;2;3;504.2204;Neolithic;906;4048;0.088779734;0.102654112;6.289903155;4;;;;;;;;;;;;;;;
2000-SD25-48;2000;1;1996;3;1990s;1990s;25;430;3558;0;1;89.26738883;1996;762;762;0.148515141;0.19680326;3.269735689;2;;;;;;;;;;;;;;;
Ajvide 86;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;325.0862;2694;2;3;325.0862;Neolithic;631;2694;0.104880903;0.100296851;4.194386375;3;;;;;;;;;;;;;;;
Ajvide 86;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;325.0862;2694;1;2;249.599839269747;Neolithic;1148;2063;0.247717015;0.0878791;4.430304209;3;;;;;;;;;;;;;;;
2004_SD28_493;2004;1;2001;3;2000s;2000s;28;430;2945;0;1;134.9206133;2001;912;912;0.908723061;0.056366817;2.838059633;1;;;;;;;;;;;;;;;
Ajvide 88;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;425.105;3450;1;2;308.07698255814;Neolithic;1271;2494;0.246824228;0.107175449;6.079948311;4;;;;;;;;;;;;;;;
Ajvide 88;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;425.105;3450;2;3;425.105;Neolithic;956;3450;0.145049801;0.130187608;6.978061334;4;;;;;;;;;;;;;;;
2020_SD25-920;2020;1;2015;4;2010s;2010s;25;430;3652;0;1;124.9819545;2015;1082;1082;1.064931861;0.067642417;2.943199933;1;;;;;;;;;;;;;;;
Ajvide 90;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;589.6862;4694;3;4;589.6862;Neolithic;939;4694;0.149676069;0.117749081;4.634124387;4;;;;;;;;;;;;;;;
Ajvide 90;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;589.6862;4694;2;3;472.273872544833;Neolithic;1040;3755;0.286260855;0.108857761;5.127700934;4;;;;;;;;;;;;;;;
Ajvide 90;Neolithic;2;Neolithic;4;Neolithic;Neolithic;27;589.6862;4694;1;2;342.232530102477;Neolithic;1480;2715;0.271048868;0.074909384;5.292628791;4;;;;;;;;;;;;;;;
Casini 2012-81 10pct;2012;1;2006;5;2010s;2010s;25;430;3611;0;1;115.7076664;2006;993;993;1.542923791;0.0584925;3.352606594;2;;;;;;;;;;;;;;;
Ajvide 94;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;334.6118;2766;2;3;334.6118;Neolithic;601;2766;0.093254027;0.13269899;5.676130864;4;;;;;;;;;;;;;;;
Ajvide 94;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;334.6118;2766;1;2;262.515395137881;Neolithic;1157;2165;0.114852983;0.147076676;5.938620343;4;;;;;;;;;;;;;;;
Cod 2010-871;2010;1;2006;4;2000s;2000s;25;430;4174;0;1;126.3573487;2006;1206;1206;1.285607755;0.0626809;2.959950117;1;;;;;;;;;;;;;;;
Ajvide 95;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;429.074;3480;1;2;300.571802305476;Neolithic;1540;2431;0.200117243;0.086537212;4.587747717;3;;;;;;;;;;;;;;;
Ajvide 95;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;429.074;3480;2;3;429.074;Neolithic;1049;3480;0.115654836;0.091602216;6.282139571;4;;;;;;;;;;;;;;;
Cod 2012-81;2012;1;2008;4;2010s;2010s;25;430;3729;0;1;130.3452541;2008;1113;1113;1.081998122;0.071009208;3.298735165;2;;;;;;;;;;;;;;;
Ajvide 97;Neolithic;2;Neolithic;2;Neolithic;Neolithic;27;322.7048;2676;1;2;322.7048;Neolithic;1525;2676;0.185203065;0.092304332;5.087411558;4;;;;;;;;;;;;;;;
Cod 2015-671;2015;1;2009;6;2010s;2010s;25;430;3654;0;1;72.27222832;2009;594;594;1.143484609;0.082814615;2.577747196;1;;;;;;;;;;;;;;;
Ajvide 98;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;471.8069;3803;1;2;334.28918486686;Neolithic;1734;2688;0.256358676;0.072797532;4.448546294;3;;;;;;;;;;;;;;;
Ajvide 98;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;471.8069;3803;2;3;471.8069;Neolithic;1115;3803;0.15753839;0.099457307;5.254049828;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_06;2007;4;2004;3;2000s;2000s;25;430;3005;0;1;121.345576;2004;835;835;1.039724021;0.067398619;2.452313823;1;;;;;;;;;;;;;;;
Ajvide 99;Neolithic;3;Neolithic;2;Neolithic;Neolithic;27;275.606;2320;1;2;275.606;Neolithic;1315;2320;0.186687232;0.084088822;8.539865229;4;;;;;;;;;;;;;;;
Hypoxolith_C05_02_20;2007;4;2005;2;2000s;2000s;25;430;3158;0;1;140.0006353;2005;1015;1015;1.39446235;0.036644617;2.917221987;1;;;;;;;;;;;;;;;
Ajvide_11;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;231.6824;1988;1;2;180.804937512639;Neolithic;897;1546;0.3263553;0.082610321;5.136832037;4;;;;;;;;;;;;;;;
Ajvide_11;Neolithic;2;Neolithic;3;Neolithic;Neolithic;27;231.6824;1988;2;3;231.6824;Neolithic;442;1988;0.136797565;0.068962781;5.528160773;4;;;;;;;;;;;;;;;
Ö 79 SD25 1958;1958;2;1952;5;1950s;1950s;25;430;4778;0;1;85.57256711;1952;923;923;0.467824009;0.06367765;3.481935327;2;;;;;;;;;;;;;;;
Ajvide_113;Neolithic;1;Neolithic;5;Neolithic;Neolithic;27;554.8913;4431;1;2;283.620012938249;Neolithic;1118;2254;0.080478718;0.110071737;5.809598319;4;;;;;;;;;;;;;;;
Ajvide_113;Neolithic;1;Neolithic;5;Neolithic;Neolithic;27;554.8913;4431;4;5;554.8913;Neolithic;505;4431;0.05051805;0.086759503;5.872110094;4;;;;;;;;;;;;;;;
Ajvide_113;Neolithic;1;Neolithic;5;Neolithic;Neolithic;27;554.8913;4431;3;4;491.964336304004;Neolithic;894;3926;0.064217802;0.082605274;6.481594068;4;;;;;;;;;;;;;;;
Ajvide_113;Neolithic;1;Neolithic;5;Neolithic;Neolithic;27;554.8913;4431;2;3;380.564919384755;Neolithic;778;3032;0.083266015;0.102554939;7.20166872;4;;;;;;;;;;;;;;;
Ajvide 95;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;429.074;3480;0;1;111.9222461;Neolithic;891;891;0.110949301;0.08689286;3.841337354;2;;;;;;;;;;;;;;;
Ajvide_124;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;474.612983;3824.21;1;2;273.964476734107;Neolithic;1448;2198;0.125872765;0.13196309;4.705842792;4;;;;;;;;;;;;;;;
Ajvide_124;Neolithic;3;Neolithic;3;Neolithic;Neolithic;27;474.612983;3824.21;2;3;463.605884750709;Neolithic;1537;3735;0.072981079;0.107634574;5.829406541;4;;;;;;;;;;;;;;;
DTU_1994_70;1994;1;1991;3;1990s;1990s;25;428.9417;3479;0;1;166.5533687;1991;1337;1337;1.699766959;0.093783835;5.121498774;4;;;;;;;;;;;;;;;
Ajvide_144;Neolithic;1;Neolithic;4;Neolithic;Neolithic;27;544.5719;4353;3;4;544.5719;Neolithic;1019;4353;0.084475882;0.106764412;4.773856419;4;;;;;;;;;;;;;;;
Ajvide_144;Neolithic;1;Neolithic;4;Neolithic;Neolithic;27;544.5719;4353;1;2;271.858790881879;Neolithic;1235;2162;0.219901894;0.101872414;4.908141306;4;;;;;;;;;;;;;;;
